sentence,label
"1 UN-BRK in der Staatskanzlei (Referat StK 26), liegt die politische sowie inhaltliche Verantwortlichkeit der Umsetzung der UN-BRK seit 2017 in der Landesregierung beim Ministerpräsidenten, der das Thema am 24.01.2018 im Landtag zu einem Schwerpunktthema in der Staatskanzlei erklärt hat.",1
"Das Ziel der Landesregierung ist die schrittweise Herstellung inklusiver Lebensverhältnisse, wesentliche Umsetzungsinstrumente sind der seit 2019 bestehende Fonds für Barrierefreiheit mit insgesamt rd.",1
21 Mio.,1
€ und der erste und zweite Landesaktionsplan.,1
"Die Staatssekretärinnen und Staatssekretäre haben in ihren interministeriellen Sitzungen zur Umsetzung der UN-BRK am 26.03.2018 sowie am 29.04.2019 beschlossen, den LAP 1.0 aus 2017 zu einem Fokus-LAP 2022 weiterzuentwickeln, um so wirksamer die Verpflichtungen aus der UN-BRK zu erfüllen.",1
"Die Umsetzung dieses Auftrags erfolgte in enger Zusammenarbeit mit dem damaligen Landesbeauftragten für Menschen mit Behinderungen, Prof.",1
Dr.,1
"Ulrich Hase, und den Ressorts.",1
Ausgangslage für die Weiterentwicklung war eine externe und unabhängige Evaluation zum Umsetzungsstand der UN-BRK vom 30.11.2019.,1
"Die wesentlichen Handlungsempfehlungen der Evaluation wurden für die internen Arbeitsstrukturen zur Umsetzung der UN-BRK und im LAP-Aufstellungskonzept berücksichtigt (siehe Drucksache 19/2194, Bericht der Landesregierung zum Umsetzungsstand der UN-BRK, Seite 23 ff.).",1
Das LAP-Aufstellungskonzept für den Fokus-LAP sah einen zweistufigen partizipativen Prozess vor und wurde am 09.03.2020 vom neu eingerichteten St-Ausschuss UN-BRK unter dem Vorsitz des Chefs der Staatskanzlei (CdS) beschlossen.,1
Im Rahmen einer Sitzung des Landesbeirates zur Teilhabe von Menschen mit Behinderungen hat der CdS am 08.06.2020 den LAP-Aufstellungsprozess für den Fokus-LAP 2022 ausführlich erläutert.,1
"Da die volle und wirksame Partizipation sowie die Einbeziehung von Menschen mit Behinderungen in die Gesellschaft Kernelemente der UN-BRK sind, hat der CdS um eine aktive Beteiligung im Aufstellungsprozess gebeten.",1
"Im Rahmen der ersten partizipativen Stufe entwickelten die Ressorts und die Staatskanzlei in Eigenverantwortung und im Rahmen ihres jeweiligen Zuständigkeitsbereichs zwei bis drei übergeordnete, langfristige Ziele, die maßgeblich zur Umsetzung der UN-BRK beitragen und den Fokus bzw.",1
die Inklusionsschwerpunkte der kommenden Jahre bilden.,1
"Ableitend aus diesen Zielen wurden je Ressort und StK fünf bis acht zukunftsweisende, konkrete und möglichst messbare Maßnahmen für den Zeitraum ab 2021/2022 entwickelt, die sich an den zehn Handlungsfeldern aus dem LAP 1.0 orientieren und zwei bis drei von ihnen abdecken.",1
Die in dem LAP 1.0 in einem partizipativen Prozess erarbeiteten und in der Praxis bewährten zehn Handlungsfelder wurden für den Fokus-LAP 2022 übernommen.,1
Somit wurde die vollständige Rückbindung an die UN-BRK sichergestellt.,1
Zusätzlich wurde das Handlungsfeld 0 (Null) für übergreifende Ziele und Maßnahmen zur Umsetzung der UN-BRK und für sog.,1
„Leuchtturmprojekte“ eingerichtet (z.,1
B.,1
Verstetigung der Arbeit der Bildungsfachkräfte des Instituts für Inklusive Bildung an der Christian-Albrechts-Universität zu Kiel ab dem 01.01.2022).,1
"Im Rahmen der Entwicklung der zahlreichen Maßnahmen der Ressorts und der StK wurden Menschen mit Behinderungen, Verbände und andere wichtige Akteure von den einzelnen Ressorts und der StK beteiligt.",1
"Der Landesbeauftragte für Menschen mit Behinderungen, die Hauptschwerbehindertenvertretungen, Schwerbehindertenvertretungen und Inklusions-beauftragte der Ressorts und der StK wurden ebenso eingebunden.",1
"In der zweiten Partizipationsstufe wurden die einzelnen Maßnahmen der Ressorts und der StK im Rahmen der vorher definierten übergeordneten Ziele vom Focal Point zusammengefasst, um den Entwurf eines Fokus-LAP 2022 zu erarbeiten.",1
"Das „Gerüst“ des Fokus-LAP wurde – dem Partizipationsgebot der UN-BRK entsprechend – der Zivilgesellschaft in einer öffentlichen Online-Fachveranstaltung unter Beteiligung des Ministerpräsidenten, des Chefs der Staatskanzlei und des Landesbeauftragten für Menschen mit Behinderungen, Prof.",1
Dr.,1
"Ulrich Hase, am 05.03.2021 ausführlich vorgestellt.",1
"Ein wesentliches Ziel der Fachveranstaltung war, einen niedrigschwelligen partizipativen Zugang zu ermöglichen.",1
In Zusammenarbeit mit Dataport und der Software-Firma DEMOS wurde parallel die BOB.SH-Beteiligungsplattform für ein „Beteiligungsverfahren UN-BRK“ weiterentwickelt und am 05.03.2021 durch den Chef der Staatskanzlei freigeschaltet.,1
"Alle Maßnahmen-Entwürfe und Ziele der Ressorts und der StK wurden als barrierefreie PDF-Dokumente, in Leichter Sprache und als Gebärdensprach-Videos auf Beteiligungsplattform eingestellt.",1
"Für jedes Ressort und die StK wurde ein separates Online-Beteiligungsverfahren angelegt, so dass die Zivilgesellschaft zu jedem einzelnen Maßnahmen-Entwurf bzw.",1
zu dem Ressortplan im Allgemeinen bis zum 31.05.2021 Stellungnahmen abgeben konnte.,1
Auf Grund der Corona-Pandemie mussten die Beteiligungsprozesse in der ersten und zweiten Stufe überwiegend virtuell bzw.,1
hybrid stattfinden und den Rahmenbedingungen entsprechend angepasst werden.,1
"Nach Abschluss der öffentlichen zweiten Beteiligungsphase am 31.05.2021 wurden über 300 Anregungen, Kritikpunkte und Hinweise von den zuständigen Ministerien und der StK auf ihre Umsetzbarkeit hin geprüft und – soweit möglich – im Fokus-LAP 2022 berücksichtigt.",1
"Im Anschluss erfolgten Rückmeldungen auf die Eingaben der Zivilgesellschaft, damit die Personen bzw.",1
Verbände etc.,1
"nachvollziehen konnten, inwieweit sich ihre Beteiligung ausgewirkt hat.",1
Die überarbeiteten Ressortpläne wurden vom Focal Point zu einem Fokus-Landesaktionsplan 2022 zusammengeführt und dem Kabinett zur Beschlussfassung vorgelegt.,1
"Mit der Kabinettsvorlage wurden die Ressorts und die StK aufgefordert, ihre Maßnahmen kontinuierlich und eigenverantwortlich umzusetzen.",1
"Nach Zustimmung des Kabinetts am 30.11.2021 und der Befassung im Landtag am 16.12.2021 wurde der Fokus-LAP 2022 mit seinen 53 konkreten Maßnahmen im Januar 2022 gemeinsam von dem Ministerpräsidenten und der Landesbeauftragten für Menschen mit Behinderungen, Michaela Pries, der Öffentlichkeit vorgestellt.",1
2.,1
"Online-Datenbank UN-BRK und Darstellung des Fokus-LAP 2022 im Landesportal Ziel war es, eine digitale LAP-Datenbank UN-BRK aufzubauen, die der Landesbeauftragten für Menschen mit Behinderungen und der Zivilgesellschaft zur Information und für Anregungen dauerhaft und digital zur Verfügung gestellt wird und von den Ressorts und der StK regelmäßig zu aktualisieren bzw.",1
zu erweitern ist.,1
"Diese prozessorientierte Datenbank soll dauerhaft eine Plattform für den Dialog zwischen der Zivilgesellschaft und der Landesregierung bieten, der nicht nur auf die Aufstellungsphasen eines neuen Aktionsplanes beschränkt wird.",1
"Die Entwicklung eines onlinegestützten Maßnahmenmanagements soll die Nachhaltigkeit der Umsetzung der UN-BRK im Land sichern und die Tatsache berücksichtigen, dass der Inklusionsbegriff und die UN-BRK Impulse für die ständige Veränderung gesellschaftlicher Rahmenbedingungen liefern.",1
Im Verlauf des Jahres 2022 wurde durch den Focal Point in der StK in Zusammenarbeit mit Dataport und unter Beteiligung des Landesbeirates zur Teilhabe von Menschen mit Behinderungen sowie der Arbeitsgruppe aus Vertretern des Focal Points und des Landesbeirates eine Online-Datenbank entwickelt.,1
"Anregungen, wie die Integration verschiedener Suchfunktionen, die barrierefreie Gestaltung und eine einfache Bedienbarkeit, wurden berücksichtigt.",1
Alle vorhandenen Daten - die übergeordneten Ziele sowie die derzeit bestehenden 53 konkreten Maßnahmen der Landesregierung aus dem Fokus-LAP 2022 - wurden von Seiten der StK unter Berücksichtigung der Regierungsneubildung im Jahr 2022 eingepflegt.,1
"Das Ziel der Datenbank besteht darin, die Daten fortlaufend durch die fachlich verantwortlichen Personen in allen Ressorts und der StK eigenverantwortlich zu verwalten und zu aktualisieren.",1
Darüber hinaus soll der Maßnahmenkatalog unter eigenständiger Beteiligung der Zivilgesellschaft um neue aktuelle Maßnahmen erweitert werden.,1
Abgeschlossene Maßnahmen sollen bis zur nächsten externen Evaluation in der Datenbank verbleiben und zu einem späteren Zeitpunkt aus dem Datenbestand entfernt werden.,1
"Die Darstellung des jeweils aktuellen Datenbestandes erfolgt im Landesportal unter www.schleswig-holstein.de/landesaktionsplan, so dass dieser der Landesbeauftragten für Menschen mit Behinderungen zur Information und für Anregungen dauerhaft und digital zur Verfügung steht.",1
Die dynamische Datenbank und deren Darstellung im Landesportal soll ebenso eine Plattform für den Dialog zwischen der Zivilgesellschaft und der Landesregierung bieten.,1
3.,1
Laufende Aktualisierung der Online-Datenbank UN-BRK Grundlage der Arbeit mit der Datenbank bildet das Konzept zur Fortschreibung des Fokus- Landesaktionsplanes 2022 zur Umsetzung der UN-BRK mithilfe einer Online-Datenbank vom 29.03.2023.,1
Dieses wurde allen Ressorts zugeleitet und im Rahmen der Besprechung der Staatssekretärinnen und Staatssekretäre am 24.04.2023 vom Minister und Chef der Staatskanzlei vorgestellt.,1
"Die Landesbeauftragte für Menschen mit Behinderungen, Michaela Pries, machte deutlich, dass die Fortschreibung des LAP ein fortlaufender Prozess sei, der gemeinsam verstetigt werden solle.",1
Mit dem digitalen Verfahren – so Frau Pries weiter – sei Schleswig-Holstein Vorreiter und hätte Vorbildcharakter für andere Bundesländer.,1
"Der Minister und Chef der Staatskanzlei ergänzte, dass der Landesaktionsplan durch die Ressorts und die StK in den kommenden zwei Jahren eigenverantwortlich abgearbeitet werden solle.",1
Auch solle die Öffentlichkeitsarbeit zu Maßnahmen des LAP durch die Ressorts eigenständig erfolgen.,1
Die Online-Datenbank wurde im Mai 2023 freigeschaltet.,1
"Bis zu diesem Zeitpunkt erfolgte bereits – insbesondere durch die mit der Regierungsumbildung einhergehenden Zuständigkeitsveränderungen – eine erste Aktualisierung des Datenbestandes, der die Vergleichsgrundlage für diese erste interne Evaluation bildet.",1
Für die Aktualisierung des Fokus-LAP 2022 nach ca.,1
"einem Jahr wurden die Ressorts am 12.02.2024 gebeten, folgendes umzusetzen: Die Zuständigkeiten für ggf.",1
neu zu vergebene Administratorenrechte für die Pflege / Aktualisierung der Maßnahmen sollten bis zum 23.02.2024 überprüft werden.,1
Dies wurde umgesetzt.,1
Die Aktualisierung bestehender Maßnahmen sollten bis zum 25.03.2024 vorgenommen werden.,1
Dieser Prozess gestaltete sich schwierig und ging einher mit hohem Beratungsaufkommen zur Nutzung der Datenbank durch das Referat StK 26.,1
Letztlich konnte dieser Prozess zum 30.07.2024 abgeschlossen werden.,1
Die Entwicklung neuer Maßnahmen und ggf.,1
auch Festlegung neuer übergeordneter Ziele unter eigenständiger Beteiligung der Zivilgesellschaft sollte bis zum 12.07.2024 erfolgen.,1
"Hier kam es zu Rückmeldungen der Ressorts, die Fehlanzeigen für die Entwicklung neuer Maßnahmen beinhalteten.",1
"Darüber hinaus wurde geäußert, dass dieser Zeitraum zu kurz bemessen sei.",1
"Gleichzeitig äußerte das Sozialministerium Erwartungen, dass die Partizipationsprozesse zentral für alle Ressorts durch die StK gesteuert und durchgeführt werden sollten.",1
"Dies wurde mit Verweis auf das Konzept vom 29.03.2023, in dem die eigenständige Beteiligung der Zivilgesellschaft vorgesehen wurde, abgelehnt.",1
4.,1
"Anpassung des Zeitplanes für die Aktualisierung des Fokus-LAP 2022 unter Berücksichtigung der Ergebnisse der Staatenprüfung des UN-Fachausschusses Die StK hat die Hinweise der Ressorts aufgenommen und den Zeitplan für das weitere Vorgehen, auch unter Berücksichtigung der Ergebnisse der zweiten Staatenprüfung 2023, angepasst.",1
Die Ressorts wurden vom Focal Point am 04.07.2024 über den angepassten Zeitplan für die Weiterentwicklung des dynamischen Fokus-LAP 2022 ausführlich informiert.,1
"Auch wurden die Ressorts darauf hingewiesen, dass der UN-Ausschuss für die Rechte von Menschen mit Behinderungen im Oktober 2023 seine Abschließenden Bemerkungen veröffentlicht hat und es Aufgabe der Landesregierung ist, sich dauerhaft mit den Handlungsempfehlungen der Staatenprüfung auseinanderzusetzen und sie als sog.",1
Leitlinien bzw.,1
Rahmen für eine Inklusionspolitik der nächsten Jahre zu verstehen.,1
"Die Handlungsempfehlungen in den Abschließenden Bemerkungen des UN-Ausschusses sollten daher – neben den vielen freiwilligen und bestehenden gesetzlichen Regelungen – zum Anlass genommen werden, die dort aufgeführten Themenbereiche für die Entwicklung neuer freiwilliger oder gesetzgeberischer Maßnahmen und Ziele im Rahmen der Ressorthoheit zu nutzen, so dass diese ab 2025 auch in die Weiterentwicklung des Fokus-LAP einfließen können.",1
Der aktualisierte Zeitplan für die weitere Umsetzung der Weiterentwicklung des Fokus-Landesaktionsplanes zur Umsetzung der UN-BRK sieht nun Folgendes vor: Es erfolgt eine StK- und ressortinterne Entwicklung von Ideen / Vorschlägen für neue übergeordnete Ziele (Schwerpunkte für die nächsten Jahre) und ein bis drei freiwillige und / oder gesetzgeberische Maßnahmen bis zum 24.09.2024.,1
"Die Ressorts wurden gebeten, die Handlungsempfehlungen in den Abschließenden Bemerkungen des UN-Ausschusses (zweite Staatenprüfung) zu berücksichtigen.",1
"Inhaltliche Rückmeldungen erfolgten vom Finanzministerium, Sozialministerium und der Staatskanzlei.",1
Der Focal Point wird – unabhängig von einer StB zum Sachstand – mit allen Ressorts zur Fortentwicklung des Landesaktionsplanes Gespräche führen.,1
"Die StK erarbeitet einen ersten internen Evaluations- und Sachstandsbericht unter Berücksichtigung der aktualisierten Maßnahmen (Stand 30.07.2024), der den Ressorts am 02.10.2024 als Beratungsgrundlage für eine StB (Termin folgt) zugeleitet wird.",1
Beratung des ersten internen Evaluations- und Sachstandsberichts im Rahmen einer StB unter Beteiligung der Landesbeauftragten für Menschen mit Behinderungen.,1
"Die Staatssekretärinnen und Staatssekretäre nehmen den ersten Bericht in einer StB zur Kenntnis und nutzen diesen als „erste Orientierung“ für eine neue Schwerpunktfestsetzung zur Umsetzung der UN-BRK, die in 2025 erfolgen soll.",1
In 2025: a) StK und Ressorts aktualisieren ihre bestehenden Maßnahmen in der Online-Datenbank.,1
b) StK und Ressorts konkretisieren die neuen Schwerpunkte (übergeordnete Ziele) und entwickeln ein bis drei freiwillige und / oder gesetzgeberische Maßnahmen unter jeweils eigenständiger Beteiligung der Zivilgesellschaft bis zum 31.10.2025.,1
Festlegung der neuen Schwerpunkte mit den entsprechenden Maßnahmen im Rahmen einer StB sowie Bericht an das Kabinett und den Sozialausschuss des Landtages durch den Focal Point bis Ende 2025 bzw.,1
Anfang 2026.,1
In 2026 wird die Umsetzung der UN-BRK unter Berücksichtigung der neuen bzw.,1
"erweiterten Fokussierung als kontinuierlicher und partizipativer Prozess mit entsprechender Öffentlichkeitsarbeit fortgesetzt, die UN-BRK-Datenbank wird erneut angepasst.",1
Die Partizipation wird weiterhin als zentraler Bestandteil der „Inklusionsstrategie“ der Landesregierung gesehen.,1
Ebenfalls in 2026 erfolgt die zweite externe Evaluation (die erste war 2019 durch die Prognos AG) zum Umsetzungsstand der UN-BRK durch die Landesbeauftragte für Menschen mit Behinderungen in ihrer Funktion als Monitoring-Stelle nach § 24 Abs.,1
1 Nr.,1
4 LBGG.,1
"Somit wird der LAP, der einen dauerhaften und dynamischen Umsetzungsprozess sichern soll, einer beständigen und dialogorientierten „Prüfung“ unterzogen.",1
"Der zweite externe Evaluationsbericht wird Anfang 2027 vom Ministerpräsidenten und der Landesbeauftragten öffentlichkeitswirksam entgegengenommen (wie im Februar 2020 beim ersten externen Evaluationsbericht, konkrete Abstimmungen hierzu sind aber noch nicht mit der Landesbeauftragten erfolgt).",1
2027 geben die Handlungsempfehlungen zum Umsetzungsstand UN-BRK aus dem zweiten externen Evaluationsbericht den Startschuss für einen neuen Prozess zur Entwicklung von Schwerpunkten und Maßnahmen der Landesregierung zur Umsetzung der UN-BRK unter Berücksichtigung der Handlungsempfehlungen in den Abschließenden Bemerkungen aus der zweiten Staatenprüfung 2023 und der zehn Inklusionspunkte aus dem Fokus-LAP 2022 (s.,1
Seite 86).,1
5.,1
Status-Auswertung der ersten Aktualisierung der 53 Maßnahmen – Stand: 30.07.2024 Gegenübergestellt wird hier der Status der Umsetzung aller 53 Maßnahmen mit Stand vom 08.05.2023 zum jetzt aktualisierten Stand zum 30.07.2024 in Kurzfassung.,1
Die ausführliche Darstellung aller Maßnahmen mit ihrer Beschreibung und dem geplanten Zeitrahmen der Umsetzung mit Erläuterungen können der Anlage entnommen werden.,1
"Stand 08.05.2023 Vergleich zu Stand 30.07.2024, Staatskanzlei Im Ergebnis wurden von neun begonnenen Maßnahmen vier Maßnahmen abgeschlossen, vier Maßnahmen bleiben auf dem Status „begonnen“ und eine Maßnahme wird nicht mehr umgesetzt.",1
Eine weitere Maßnahme wird weiterhin laufend umgesetzt.,1
"Stand 08.05.2023 Vergleich zu Stand 30.07.2024, Ministerium für Justiz und Gesundheit Im Ergebnis wurden von sechs begonnenen Maßnahmen drei Maßnahmen abgeschlossen, drei Maßnahmen bleiben auf dem Status „begonnen“ und eine Maßnahme war bereits im Mai 2023 abgeschlossen.",1
"Stand 08.05.2023 Stand 30.07.2024, Ministerium für Bildung, Wissenschaft, Forschung und Kultur Im Ergebnis wurden von sechs geplanten Maßnahmen wurden zwei Maßnahmen abgeschlossen, eine Maßnahme begonnen und drei Maßnahmen bleiben auf dem Status „geplant“.",1
Eine bislang geplante Maßnahme wurde begonnen.,1
"Stand 08.05.2023 Stand 30.07.2024; Ministerium für Inneres, Kommunales, Wohnen und Sport Im Ergebnis haben sich beim Status der Umsetzung der vier Maßnahmen keine Änderungen ergeben.",1
"Stand 08.05.2023 Stand 30.07.2024; Ministerium für Energiewende, Klimaschutz, Umwelt und Natur Im Ergebnis verbleiben drei Maßnahmen auf dem Status begonnen und eine bereits begonnene Maßnahme wurde abgeschlossen.",1
